1583434238794.958,0.0,-0.003490658476948738,-0.001745329238474369
1583434238799.9517,-0.001745329238474369,0.0,-0.001745329238474369
1583434238804.9453,-0.003490658476948738,-0.003490658476948738,-0.003490658476948738
1583434238809.9377,-0.001745329238474369,-0.005235987715423107,-0.001745329238474369
1583434238814.9314,-0.003490658476948738,-0.003490658476948738,0.0
1583434238819.925,-0.005235987715423107,-0.005235987715423107,0.0
1583434238824.9175,-0.001745329238474369,-0.005235987715423107,-0.001745329238474369
1583434238829.9111,-0.001745329238474369,-0.005235987715423107,0.0
1583434238834.9038,0.0,-0.005235987715423107,0.0
1583434238839.8975,0.0,-0.003490658476948738,-0.005235987715423107
1583434238844.8909,-0.001745329238474369,-0.001745329238474369,0.0
1583434238849.8835,-0.001745329238474369,-0.006981316953897476,-0.001745329238474369
1583434238854.8772,0.0,-0.006981316953897476,0.0
1583434238859.8708,0.0,-0.003490658476948738,-0.001745329238474369
1583434238864.8633,0.0,-0.005235987715423107,0.0
1583434238869.857,-0.001745329238474369,-0.005235987715423107,-0.005235987715423107
1583434238874.8496,-0.003490658476948738,-0.003490658476948738,0.0
1583434238879.8433,0.0,-0.003490658476948738,0.0
1583434238884.8367,-0.003490658476948738,-0.005235987715423107,0.0
1583434238889.8293,0.0,-0.003490658476948738,0.0
1583434238894.823,0.0,-0.003490658476948738,-0.001745329238474369
1583434238899.8167,-0.0,-0.003490658476948738,0.001745329238474369
1583434238904.809,-0.005235987715423107,-0.001745329238474369,0.001745329238474369
1583434238909.8027,0.0,-0.005235987715423107,0.0
1583434238914.7954,0.0,-0.008726646192371845,0.0
1583434238919.7888,0.005235987715423107,-0.003490658476948738,0.003490658476948738
1583434238924.7825,0.001745329238474369,-0.003490658476948738,-0.0
1583434238929.7751,-0.0,-0.005235987715423107,0.003490658476948738
1583434238934.7688,0.0,0.0,0.0
1583434238939.7622,-0.0,-0.005235987715423107,0.001745329238474369
1583434238944.755,-0.0,-0.003490658476948738,0.001745329238474369
